COD_CLI,CGC_CPF,RAZ_SOCIAL,NOM_FANTASIA,COD_CIDADE,COD_ESTADO,BLOQUEADO,DAT_CADASTRO,COD_GRPCLI
10448,99286916000117,COMERCIAL PLANALTO EIRELI 0448,COMERCIAL PLANALTO,16,MG,0,2025-08-20 22:22:45,10
10449,19710138000102,FARMA ESPERANCA COMERCIO LTDA 0449,FARMA ESPERANCA,10,MG,0,2020-08-25 19:55:10,10
10450,10055781000175,FARMA POPULAR LTDA 0450,FARMA POPULAR,5,GO,0,2023-05-25 12:53:51,30
10451,00177203000158,FARMA REAL COMERCIO LTDA 0451,FARMA REAL,3,GO,0,2022-04-05 16:26:51,10
10452,99601920000122,FARMACIA PRIME ME 0452,FARMACIA PRIME,8,GO,0,2024-04-13 14:30:09,10
10453,87881646000103,COMERCIAL PRIME EIRELI 0453,COMERCIAL PRIME,11,MG,1,2019-12-25 00:44:08,30
10454,92052816000187,FARMACIA IDEAL LTDA 0454,FARMACIA IDEAL,13,MG,0,2023-07-08 21:58:23,30
10455,84165047000103,FARMACIA ESTRELA LTDA 0455,FARMACIA ESTRELA,11,MG,0,2020-08-25 20:54:58,40
10456,42446028000105,FARMA ESPERANCA ME 0456,FARMA ESPERANCA,9,MG,0,2018-06-30 15:12:08,40
10457,54837422000145,DROGARIA NOVA ERA COMERCIO LTDA 0457,DROGARIA NOVA,4,MG,0,2025-07-19 19:32:41,40
10458,50976761000151,REDE REAL ME 0458,REDE REAL,999,MG,0,2021-11-06 00:59:02,40
10459,33621292000139,DROGA PRIME ME 0459,DROGA PRIME,6,MG,0,2020-01-10 20:53:04,50
10460,20180653000107,FARMA AURORA COMERCIO LTDA 0460,FARMA AURORA,6,MG,0,2018-12-08 17:40:12,20
10461,75397774000105,DROGA HORIZONTE LTDA 0461,DROGA HORIZONTE,16,MG,0,2024-12-01 11:14:16,40
10462,05952669000105,FARMA AURORA COMERCIO LTDA 0462,FARMA AURORA,3,MG,0,2025-12-21 06:38:12,40
10463,45004554000103,FARMACIA IDEAL LTDA 0463,FARMACIA IDEAL,8,MG,0,2019-12-28 21:50:59,50
10464,18969064000160,DROGA HORIZONTE COMERCIO LTDA 0464,DROGA HORIZONTE,1,GO,0,2025-01-09 05:26:39,40
10465,06324719000164,REDE SAO PEDRO LTDA 0465,REDE SAO,10,MG,1,2021-12-24 18:26:58,40
10466,61767032000101,FARMACIA SANTA CLARA EIRELI 0466,FARMACIA SANTA,14,MG,0,2019-08-14 04:20:55,10
10467,51332927000160,DROGA CENTRAL COMERCIO LTDA 0467,DROGA CENTRAL,13,MG,0,2022-01-15 03:08:54,50
10468,50296925000108,REDE PLANALTO ME 0468,REDE PLANALTO,1,GO,0,2025-07-04 06:59:04,
10469,55195273000120,REDE NOVA ERA LTDA 0469,REDE NOVA,6,GO,0,2025-04-08 05:29:24,40
10470,19718250000190,REDE ESTRELA EIRELI 0470,REDE ESTRELA,7,GO,0,2019-01-04 18:11:54,10
10471,08380080000160,FARMACIA VIDA COMERCIO LTDA 0471,FARMACIA VIDA,4,MG,0,2015-11-03 16:00:26,50
10472,95399661000148,DROGA PLANALTO EIRELI 0472,DROGA PLANALTO,6,GO,0,2022-01-04 14:47:09,10
10473,06898787000137,FARMACIA AURORA COMERCIO LTDA 0473,FARMACIA AURORA,5,MG,0,2018-07-13 01:32:40,40
10474,94996960000105,DROGARIA CENTRAL LTDA 0474,DROGARIA CENTRAL,17,MG,0,2022-05-17 18:23:31,40
10475,19949092000189,COMERCIAL PRIME COMERCIO LTDA 0475,COMERCIAL PRIME,5,MG,0,2025-07-14 12:09:36,40
10476,50060293000170,FARMA SAUDE ME 0476,FARMA SAUDE,17,MG,1,2015-01-06 17:58:46,20
10477,71882953000179,REDE PRIME ME 0477,REDE PRIME,6,GO,0,2023-07-03 19:59:20,30
10478,91852078000190,REDE NOVA ERA EIRELI 0478,REDE NOVA,13,MG,0,2017-04-02 20:41:14,50
10479,21665695000109,REDE PLANALTO COMERCIO LTDA 0479,REDE PLANALTO,9,GO,0,2025-02-12 04:05:19,20
10480,77830378000147,FARMA SAO PEDRO EIRELI 0480,FARMA SAO,10,MG,0,2022-06-26 08:08:20,40
10481,23456384000157,COMERCIAL VIDA COMERCIO LTDA 0481,COMERCIAL VIDA,11,MG,0,2020-09-25 10:03:08,30
10482,88283366000166,COMERCIAL SAO PEDRO COMERCIO LTDA 0482,COMERCIAL SAO,10,MG,0,2023-03-21 12:25:53,40
10483,36514187000199,COMERCIAL ESPERANCA LTDA 0483,COMERCIAL ESPERANCA,9,MG,0,2021-02-28 22:32:14,30
10484,02688565000139,FARMACIA AURORA COMERCIO LTDA 0484,FARMACIA AURORA,16,MG,0,2025-11-11 23:03:59,10
10485,48471121000148,COMERCIAL ESPERANCA LTDA 0485,COMERCIAL ESPERANCA,5,MG,1,2026-06-18 16:09:09,40
10486,17922322000190,COMERCIAL VIDA ME 0486,COMERCIAL VIDA,10,GO,0,2021-02-12 14:34:38,40
10487,01985355000140,FARMA PRIME COMERCIO LTDA 0487,FARMA PRIME,1,GO,1,2023-06-20 20:13:34,20
10488,08717784000185,FARMA UNIAO COMERCIO LTDA 0488,FARMA UNIAO,5,MG,0,2024-09-25 04:56:33,10
10489,52625567000157,REDE HORIZONTE LTDA 0489,REDE HORIZONTE,9,GO,0,2021-05-17 02:30:54,50
10490,35415878000172,FARMACIA AURORA ME 0490,FARMACIA AURORA,12,GO,0,2016-03-28 17:55:28,
10491,12536698000143,DROGA HORIZONTE COMERCIO LTDA 0491,DROGA HORIZONTE,9,GO,0,2015-09-17 06:25:14,30
10492,05653769000122,FARMACIA ESTRELA EIRELI 0492,FARMACIA ESTRELA,6,GO,0,2020-03-24 06:20:26,
10493,13380019000152,DROGA SANTA CLARA COMERCIO LTDA 0493,DROGA SANTA,18,MG,0,2018-09-25 02:02:19,40
10494,83075491000167,FARMACIA SANTA CLARA EIRELI 0494,FARMACIA SANTA,7,MG,0,2020-07-16 14:33:05,40
10495,56366635000161,DROGA NOVA ERA ME 0495,DROGA NOVA,8,MG,0,2026-03-12 03:14:21,40
10496,90375980000108,DROGA HORIZONTE EIRELI 0496,DROGA HORIZONTE,16,MG,0,2015-02-01 11:11:23,50
10497,59837083000110,COMERCIAL SANTA CLARA EIRELI 0497,COMERCIAL SANTA,9,GO,0,2024-11-25 03:27:33,10
10498,87949587000168,REDE PLANALTO COMERCIO LTDA 0498,REDE PLANALTO,2,GO,0,2023-09-09 10:41:28,20
10499,20421209000136,DROGA SAUDE EIRELI 0499,DROGA SAUDE,7,GO,0,2016-03-02 04:56:35,50
10500,18975438000150,DROGA POPULAR EIRELI 0500,DROGA POPULAR,1,GO,0,2026-06-30 19:08:55,40
10501,02309165000175,COMERCIAL SANTA CLARA COMERCIO LTDA 0501,COMERCIAL SANTA,15,MG,0,2019-04-14 18:29:36,40
10502,34720251000162,FARMACIA PLANALTO EIRELI 0502,FARMACIA PLANALTO,4,GO,0,2024-07-08 07:58:40,40
10503,63801801000176,COMERCIAL SANTA CLARA ME 0503,COMERCIAL SANTA,9,GO,,2016-01-17 12:33:47,40
10504,17600106000129,REDE ESPERANCA ME 0504,REDE ESPERANCA,4,MG,0,2015-11-18 05:47:46,40
10505,71582874000142,COMERCIAL AURORA ME 0505,COMERCIAL AURORA,2,MG,1,2019-02-28 03:21:01,40
10506,29540743000136,FARMACIA CENTRAL LTDA 0506,FARMACIA CENTRAL,11,GO,0,2020-10-05 09:11:01,10
10507,90235290000145,DROGA HORIZONTE LTDA 0507,DROGA HORIZONTE,14,MG,,2016-02-29 16:29:08,30
10508,39618114000135,DROGARIA PLANALTO ME 0508,DROGARIA PLANALTO,5,MG,0,2017-11-16 07:54:02,30
10509,79877827000138,COMERCIAL HORIZONTE COMERCIO LTDA 0509,COMERCIAL HORIZONTE,14,MG,0,2019-05-02 18:33:33,40
10510,26059315000106,DROGA PRIME EIRELI 0510,DROGA PRIME,7,MG,0,2017-10-15 00:05:40,10
10511,63747429000167,DROGARIA POPULAR ME 0511,DROGARIA POPULAR,11,GO,0,2022-07-07 23:32:36,40
10512,66610707000128,COMERCIAL CENTRAL ME 0512,COMERCIAL CENTRAL,9,GO,0,2026-04-01 12:40:03,
10513,01447619000101,FARMACIA CENTRAL COMERCIO LTDA 0513,FARMACIA CENTRAL,14,MG,0,2020-12-31 11:39:47,30
10514,70290185000100,FARMACIA NOVA ERA LTDA 0514,FARMACIA NOVA,8,GO,0,2020-02-02 20:14:47,20
10515,75444922000197,DROGA VIDA EIRELI 0515,DROGA VIDA,1,GO,0,2014-12-17 08:19:36,40
10516,49498824000122,FARMA PLANALTO COMERCIO LTDA 0516,FARMA PLANALTO,10,MG,0,2021-05-07 11:15:54,40
10517,01171150000120,REDE ESTRELA EIRELI 0517,REDE ESTRELA,5,MG,0,2018-10-18 00:32:05,40
10518,39599681000191,DROGARIA PRIME ME 0518,DROGARIA PRIME,4,GO,0,2020-02-19 10:18:19,30
10519,20184010000131,COMERCIAL SANTA CLARA ME 0519,COMERCIAL SANTA,15,MG,0,2023-03-19 10:52:43,40
10520,66174037000144,COMERCIAL PRIME EIRELI 0520,COMERCIAL PRIME,1,MG,1,2019-04-20 17:27:05,
10521,48579989000166,FARMACIA MODELO COMERCIO LTDA 0521,FARMACIA MODELO,7,MG,0,2017-02-06 23:14:43,40
10522,94856137000196,DROGA POPULAR COMERCIO LTDA 0522,DROGA POPULAR,9,GO,0,2019-10-14 23:09:48,30
10523,81160505000115,FARMACIA SAUDE COMERCIO LTDA 0523,FARMACIA SAUDE,4,MG,0,2018-06-16 20:18:09,20
10524,41887524000123,FARMACIA SAO PEDRO EIRELI 0524,FARMACIA SAO,6,GO,0,2017-11-27 02:38:15,50
10525,63415758000100,FARMACIA ESTRELA EIRELI 0525,FARMACIA ESTRELA,13,MG,0,2024-12-23 09:05:49,40
10526,76976917000198,DROGA SAO PEDRO EIRELI 0526,DROGA SAO,6,GO,0,2019-08-10 17:26:57,50
10527,26954198000136,COMERCIAL ESPERANCA LTDA 0527,COMERCIAL ESPERANCA,12,MG,0,2024-08-02 11:19:45,40
10528,37826232000103,FARMA NOVA ERA ME 0528,FARMA NOVA,4,MG,0,2017-12-01 01:14:18,50
10529,28521199000112,COMERCIAL AURORA EIRELI 0529,COMERCIAL AURORA,7,GO,0,2019-10-03 18:04:28,40
10530,51055881000189,COMERCIAL NOVA ERA EIRELI 0530,COMERCIAL NOVA,4,MG,0,2015-05-16 18:12:56,40
10531,22403754000125,REDE ESPERANCA ME 0531,REDE ESPERANCA,999,MG,0,2015-11-29 05:00:36,50
10532,65664720000105,FARMA SAUDE COMERCIO LTDA 0532,FARMA SAUDE,3,GO,0,2021-12-09 16:34:54,50
10533,05955631000188,FARMA PLANALTO COMERCIO LTDA 0533,FARMA PLANALTO,12,MG,0,2021-09-04 10:35:56,40
10534,80126540000155,COMERCIAL UNIAO ME 0534,COMERCIAL UNIAO,18,MG,0,2020-08-26 19:13:23,40
10535,70785079000199,REDE POPULAR COMERCIO LTDA 0535,REDE POPULAR,11,GO,0,2022-10-09 23:38:39,40
10536,77874067000180,COMERCIAL IDEAL LTDA 0536,COMERCIAL IDEAL,9,GO,0,2017-04-09 20:38:39,30
10537,40498770000120,DROGARIA PLANALTO ME 0537,DROGARIA PLANALTO,4,MG,0,2026-06-19 10:08:39,30
10538,65138006000175,REDE SAUDE ME 0538,REDE SAUDE,10,GO,1,2026-04-03 15:42:33,30
10539,81089206000131,REDE ESTRELA LTDA 0539,REDE ESTRELA,11,MG,0,2019-11-15 12:47:42,40
10540,59672330000176,COMERCIAL HORIZONTE LTDA 0540,COMERCIAL HORIZONTE,7,MG,0,2021-08-19 00:19:25,20
10541,12022493000140,FARMA CENTRAL COMERCIO LTDA 0541,FARMA CENTRAL,17,MG,0,2026-03-12 06:30:31,30
10542,71219756000174,REDE REAL COMERCIO LTDA 0542,REDE REAL,5,MG,0,2023-01-09 22:13:55,40
10543,39081134000110,DROGARIA PLANALTO COMERCIO LTDA 0543,DROGARIA PLANALTO,10,GO,0,2017-09-04 08:32:54,50
10544,99675756000106,COMERCIAL SAO PEDRO COMERCIO LTDA 0544,COMERCIAL SAO,10,MG,0,2024-10-24 12:41:44,20
10545,69749093000158,DROGARIA UNIAO LTDA 0545,DROGARIA UNIAO,5,GO,0,2021-12-19 05:28:27,40
10546,93562764000151,FARMA IDEAL LTDA 0546,FARMA IDEAL,2,MG,0,2024-05-31 00:44:31,10
10547,03819231000110,DROGARIA POPULAR COMERCIO LTDA 0547,DROGARIA POPULAR,9,GO,0,2019-10-15 01:57:09,10
10548,45111971000147,DROGA REAL ME 0548,DROGA REAL,1,GO,0,2020-07-23 17:09:53,10
10549,60299655000134,COMERCIAL REAL EIRELI 0549,COMERCIAL REAL,5,MG,0,2017-07-23 00:04:08,30
10550,51973703000137,FARMA MODELO COMERCIO LTDA 0550,FARMA MODELO,13,MG,1,2017-04-04 19:01:09,40
10551,09913765000197,COMERCIAL PLANALTO ME 0551,COMERCIAL PLANALTO,3,MG,0,2014-10-03 01:43:40,10
10552,84378318000109,DROGA VIDA ME 0552,DROGA VIDA,11,GO,0,2026-06-08 13:00:42,50
10553,46544660000134,FARMA AURORA ME 0553,FARMA AURORA,18,MG,0,2024-10-05 00:15:56,40
10554,65233098000172,DROGARIA SAO PEDRO EIRELI 0554,DROGARIA SAO,8,MG,0,2016-03-20 11:50:14,50
10555,57341475000169,COMERCIAL PLANALTO COMERCIO LTDA 0555,COMERCIAL PLANALTO,15,MG,1,2025-03-13 08:51:00,40
10556,25641116000130,FARMA ESPERANCA ME 0556,FARMA ESPERANCA,18,MG,0,2021-04-01 10:29:29,40
10557,68303340000125,DROGA SAUDE EIRELI 0557,DROGA SAUDE,15,MG,0,2024-11-03 12:36:11,40
10558,87827406000120,COMERCIAL VIDA LTDA 0558,COMERCIAL VIDA,7,MG,0,2016-02-15 15:58:05,40
10559,00903036000185,REDE SAO PEDRO ME 0559,REDE SAO,14,MG,0,2026-04-16 07:19:18,30
10560,80372824000121,DROGARIA VIDA LTDA 0560,DROGARIA VIDA,7,MG,1,2021-10-06 21:50:22,40
10561,44482303000163,REDE CENTRAL ME 0561,REDE CENTRAL,15,MG,0,2024-03-26 15:25:45,30
10562,57230356000139,FARMA ESTRELA ME 0562,FARMA ESTRELA,2,MG,0,2015-03-27 13:09:02,40
10563,83076516000147,FARMACIA CENTRAL ME 0563,FARMACIA CENTRAL,18,MG,0,2017-06-19 20:18:36,40
10564,83082775000180,DROGA ESPERANCA EIRELI 0564,DROGA ESPERANCA,17,MG,0,2018-05-22 15:56:09,40
10565,41765111000176,REDE PRIME ME 0565,REDE PRIME,10,GO,0,2015-10-27 02:32:22,30
10566,70687607000177,FARMACIA AURORA ME 0566,FARMACIA AURORA,5,GO,0,2023-10-15 13:47:05,
10567,49887759000127,DROGA SANTA CLARA LTDA 0567,DROGA SANTA,14,MG,0,2017-09-14 01:20:31,20
10568,49835744000115,REDE BOM PRECO COMERCIO LTDA 0568,REDE BOM,9,GO,1,2021-07-17 04:50:37,40
10569,40034533000109,FARMA CENTRAL EIRELI 0569,FARMA CENTRAL,18,MG,0,2018-07-23 05:13:05,20
10570,22459083000114,REDE PRIME COMERCIO LTDA 0570,REDE PRIME,13,MG,0,2018-05-28 10:30:34,40
10571,84727646000165,FARMACIA NOVA ERA COMERCIO LTDA 0571,FARMACIA NOVA,7,GO,0,2023-04-21 22:29:43,40
10572,08659437000143,REDE HORIZONTE ME 0572,REDE HORIZONTE,3,GO,0,2024-07-23 22:13:50,20
10573,94726564000150,DROGA SAUDE COMERCIO LTDA 0573,DROGA SAUDE,4,GO,0,2020-11-22 19:23:37,40
10574,75445532000131,REDE REAL COMERCIO LTDA 0574,REDE REAL,1,GO,0,2023-06-12 14:33:34,40
10575,66607098000158,REDE SAUDE COMERCIO LTDA 0575,REDE SAUDE,18,MG,0,2016-08-07 22:59:07,40
10576,48797978000152,DROGA UNIAO EIRELI 0576,DROGA UNIAO,8,MG,0,2021-04-30 23:03:49,40
10577,31329233000166,FARMA IDEAL LTDA 0577,FARMA IDEAL,3,MG,0,2025-04-01 06:22:16,40
10578,67783728000108,COMERCIAL UNIAO LTDA 0578,COMERCIAL UNIAO,18,MG,0,2016-09-05 12:34:20,20
10579,95237939000180,FARMA CENTRAL LTDA 0579,FARMA CENTRAL,9,MG,0,2025-12-24 15:01:45,40
10580,32577188000121,REDE PLANALTO ME 0580,REDE PLANALTO,7,MG,,2022-02-12 01:43:07,20
10581,57488102000115,FARMACIA PRIME EIRELI 0581,FARMACIA PRIME,16,MG,0,2023-05-22 04:32:43,40
10582,95050055000112,FARMACIA UNIAO LTDA 0582,FARMACIA UNIAO,1,MG,1,2014-08-03 19:44:41,30
10583,39880622000197,FARMA ESPERANCA ME 0583,FARMA ESPERANCA,12,GO,0,2026-05-28 01:55:04,40
10584,90140420000166,FARMACIA PLANALTO EIRELI 0584,FARMACIA PLANALTO,13,MG,0,2017-02-02 05:18:28,50
10585,29401033000125,FARMA ESTRELA EIRELI 0585,FARMA ESTRELA,5,GO,0,2026-02-09 07:56:57,50
10586,02331887000126,DROGA IDEAL COMERCIO LTDA 0586,DROGA IDEAL,10,MG,0,2024-11-05 01:40:24,
10587,44824931000180,DROGARIA HORIZONTE EIRELI 0587,DROGARIA HORIZONTE,8,GO,0,2019-05-08 12:42:57,30
10588,22119334000111,DROGA PRIME COMERCIO LTDA 0588,DROGA PRIME,4,GO,0,2023-05-04 18:09:43,40
10589,80838285000173,REDE ESPERANCA ME 0589,REDE ESPERANCA,2,MG,0,2017-12-27 08:03:01,40
10590,65760578000191,DROGA PLANALTO COMERCIO LTDA 0590,DROGA PLANALTO,1,MG,0,2019-11-06 03:32:09,30
10591,68229983000176,FARMACIA UNIAO EIRELI 0591,FARMACIA UNIAO,5,GO,0,2022-04-15 00:09:45,40
10592,56514227000100,FARMA ESPERANCA COMERCIO LTDA 0592,FARMA ESPERANCA,8,MG,0,2026-05-18 10:08:11,20
10593,47373625000162,COMERCIAL PRIME EIRELI 0593,COMERCIAL PRIME,18,MG,0,2021-04-29 17:22:31,40
10594,21953415000150,COMERCIAL HORIZONTE COMERCIO LTDA 0594,COMERCIAL HORIZONTE,8,GO,0,2024-12-06 22:54:30,40
10595,35171683000124,COMERCIAL IDEAL ME 0595,COMERCIAL IDEAL,3,GO,0,2020-02-19 00:31:23,40
10596,43200492000171,COMERCIAL PLANALTO COMERCIO LTDA 0596,COMERCIAL PLANALTO,5,MG,0,2024-08-25 10:28:26,30
10597,39614827000120,REDE CENTRAL LTDA 0597,REDE CENTRAL,6,MG,0,2015-05-13 11:49:29,40
10598,10813655000132,COMERCIAL CENTRAL LTDA 0598,COMERCIAL CENTRAL,2,GO,1,2026-07-16 09:39:21,40
10599,21224115000130,FARMACIA ESPERANCA LTDA 0599,FARMACIA ESPERANCA,7,GO,0,2025-05-03 17:10:27,40
10600,12716376000186,DROGARIA UNIAO COMERCIO LTDA 0600,DROGARIA UNIAO,5,MG,1,2023-12-16 23:43:40,30
10601,78047918000183,DROGARIA HORIZONTE COMERCIO LTDA 0601,DROGARIA HORIZONTE,6,GO,0,2015-10-25 06:57:26,40
10602,60343987000179,DROGARIA PLANALTO COMERCIO LTDA 0602,DROGARIA PLANALTO,1,MG,0,2018-11-07 14:39:39,40
10603,09336396000117,DROGARIA AURORA EIRELI 0603,DROGARIA AURORA,1,MG,0,2023-08-26 13:29:53,
10604,45647170000109,DROGA SAO PEDRO COMERCIO LTDA 0604,DROGA SAO,9,GO,0,2018-11-12 01:57:28,40
10605,61322187000134,DROGARIA VIDA ME 0605,DROGARIA VIDA,6,MG,0,2015-08-09 07:55:52,20
10606,51894358000146,FARMACIA AURORA EIRELI 0606,FARMACIA AURORA,4,GO,1,2016-04-21 05:02:30,40
10607,43351880000153,DROGA MODELO LTDA 0607,DROGA MODELO,12,MG,0,2019-12-31 02:57:48,30
10608,71934126000181,FARMA ESTRELA ME 0608,FARMA ESTRELA,12,MG,1,2026-03-20 19:37:13,50
10609,60169154000133,DROGA POPULAR LTDA 0609,DROGA POPULAR,8,MG,0,2019-09-08 04:45:52,50
10610,30061596000109,FARMA MODELO COMERCIO LTDA 0610,FARMA MODELO,2,GO,0,2017-12-28 13:30:31,40
10611,57838411000178,FARMA CENTRAL LTDA 0611,FARMA CENTRAL,18,MG,0,2021-06-22 13:44:30,40
10612,52561009000175,DROGARIA HORIZONTE COMERCIO LTDA 0612,DROGARIA HORIZONTE,6,MG,0,2015-09-02 20:57:04,40
10613,24571404000101,REDE VIDA LTDA 0613,REDE VIDA,11,MG,0,2026-01-19 12:38:21,10
10614,46917953000110,FARMACIA HORIZONTE EIRELI 0614,FARMACIA HORIZONTE,8,MG,0,2017-04-06 10:55:54,50
10615,68727701000160,DROGARIA SANTA CLARA LTDA 0615,DROGARIA SANTA,2,MG,1,2017-08-17 21:44:38,40
10616,11264174000188,DROGA SAO PEDRO ME 0616,DROGA SAO,3,GO,0,2021-09-16 03:40:00,10
10617,78044904000106,FARMACIA MODELO LTDA 0617,FARMACIA MODELO,10,GO,0,2016-10-23 17:36:52,40
10618,17633543000149,FARMACIA ESPERANCA COMERCIO LTDA 0618,FARMACIA ESPERANCA,10,MG,0,2018-11-11 17:12:33,20
10619,78136541000139,DROGA MODELO ME 0619,DROGA MODELO,18,MG,0,2020-06-09 12:05:07,40
10620,83198338000127,REDE IDEAL LTDA 0620,REDE IDEAL,3,MG,1,2021-06-09 22:25:00,20
10621,50517320000191,FARMA ESPERANCA LTDA 0621,FARMA ESPERANCA,4,MG,0,2020-02-06 12:41:03,50
10622,07086793000152,REDE MODELO EIRELI 0622,REDE MODELO,11,MG,1,2024-01-20 06:24:54,50
10623,67396876000170,COMERCIAL SANTA CLARA COMERCIO LTDA 0623,COMERCIAL SANTA,1,MG,0,2018-12-21 10:39:03,20
10624,56936080000146,FARMACIA IDEAL COMERCIO LTDA 0624,FARMACIA IDEAL,16,MG,1,2023-12-01 12:17:58,40
10625,91617023000103,FARMACIA MODELO LTDA 0625,FARMACIA MODELO,14,MG,0,2022-11-07 18:30:39,40
10626,63262945000100,FARMACIA POPULAR LTDA 0626,FARMACIA POPULAR,10,MG,0,2016-12-26 06:26:02,20
10627,72626689000175,FARMACIA MODELO ME 0627,FARMACIA MODELO,9,MG,0,2018-05-15 21:13:15,
10628,12989066000135,DROGA IDEAL LTDA 0628,DROGA IDEAL,13,MG,0,2016-01-23 02:53:15,30
10629,59607083000124,DROGARIA NOVA ERA COMERCIO LTDA 0629,DROGARIA NOVA,2,GO,0,2014-09-23 00:12:32,30
10630,76340369000105,DROGA VIDA ME 0630,DROGA VIDA,12,MG,0,2014-11-18 03:29:50,30
10631,19190545000136,FARMACIA REAL COMERCIO LTDA 0631,FARMACIA REAL,2,GO,0,2020-09-27 09:42:24,40
10632,16342488000175,REDE AURORA COMERCIO LTDA 0632,REDE AURORA,9,GO,1,2019-09-13 18:26:25,50
10633,94301959000100,DROGARIA POPULAR EIRELI 0633,DROGARIA POPULAR,4,MG,0,2020-01-11 02:33:20,40
10634,06479554000108,DROGARIA PRIME COMERCIO LTDA 0634,DROGARIA PRIME,18,MG,0,2018-11-26 02:47:30,40
10635,19397688000113,DROGA REAL COMERCIO LTDA 0635,DROGA REAL,1,MG,0,2019-01-17 11:15:42,30
10636,27419966000114,COMERCIAL PLANALTO ME 0636,COMERCIAL PLANALTO,3,MG,0,2017-03-29 04:04:41,40
10637,97964340000174,FARMACIA MODELO ME 0637,FARMACIA MODELO,17,MG,0,2025-10-15 12:45:54,40
10638,57068743000110,DROGA NOVA ERA EIRELI 0638,DROGA NOVA,5,MG,0,2020-11-29 13:31:02,40
10639,33368212000185,FARMACIA POPULAR ME 0639,FARMACIA POPULAR,16,MG,0,2022-08-24 09:25:52,30
10640,25336043000173,DROGA REAL EIRELI 0640,DROGA REAL,14,MG,0,2021-07-02 04:40:30,40
10641,74158205000136,DROGARIA IDEAL EIRELI 0641,DROGARIA IDEAL,16,MG,1,2023-12-02 18:03:10,40
10642,61362085000142,COMERCIAL HORIZONTE ME 0642,COMERCIAL HORIZONTE,4,GO,0,2019-05-12 18:47:30,20
10643,82765058000190,DROGARIA SAUDE EIRELI 0643,DROGARIA SAUDE,8,GO,0,2019-05-01 14:09:26,40
10644,45150234000153,FARMA PRIME COMERCIO LTDA 0644,FARMA PRIME,1,MG,0,2022-04-21 22:07:52,40
10645,72996402000107,FARMA PRIME COMERCIO LTDA 0645,FARMA PRIME,11,MG,0,2021-05-09 20:05:30,10
10646,20722459000106,DROGA PRIME ME 0646,DROGA PRIME,5,MG,0,2015-09-07 15:55:13,50
10647,78184861000164,DROGA BOM PRECO COMERCIO LTDA 0647,DROGA BOM,16,MG,0,2017-03-31 08:42:22,30
10648,41276576000163,DROGA HORIZONTE ME 0648,DROGA HORIZONTE,11,MG,0,2023-05-23 21:08:36,40
10649,50536396000164,FARMA SANTA CLARA COMERCIO LTDA 0649,FARMA SANTA,6,GO,0,2018-08-23 19:22:21,30
10650,84851194000129,DROGARIA UNIAO ME 0650,DROGARIA UNIAO,6,GO,0,2020-01-14 22:06:58,30
10651,79842704000161,DROGARIA ESTRELA ME 0651,DROGARIA ESTRELA,18,MG,0,2022-10-19 08:05:45,40
10652,51594027000190,DROGA POPULAR COMERCIO LTDA 0652,DROGA POPULAR,15,MG,0,2021-10-07 06:09:12,40
10653,20774309000146,FARMACIA NOVA ERA ME 0653,FARMACIA NOVA,16,MG,0,2024-01-27 16:47:38,10
10654,50607095000184,COMERCIAL SAUDE COMERCIO LTDA 0654,COMERCIAL SAUDE,9,MG,1,2016-10-13 11:03:43,10
10655,32746054000197,DROGARIA ESTRELA COMERCIO LTDA 0655,DROGARIA ESTRELA,13,MG,0,2025-12-12 19:00:39,30
10656,93376793000129,REDE AURORA COMERCIO LTDA 0656,REDE AURORA,13,MG,0,2025-06-30 18:23:28,10
10657,96448997000116,DROGARIA IDEAL LTDA 0657,DROGARIA IDEAL,9,GO,0,2022-07-09 22:39:16,30
10658,80801217000130,FARMACIA IDEAL ME 0658,FARMACIA IDEAL,2,GO,0,2026-05-01 20:30:21,40
10659,61272020000106,REDE MODELO EIRELI 0659,REDE MODELO,2,MG,0,2019-11-08 06:11:23,20
10660,98249966000161,DROGARIA SAO PEDRO LTDA 0660,DROGARIA SAO,14,MG,0,2022-01-16 17:41:46,30
10661,17122268000107,FARMACIA AURORA ME 0661,FARMACIA AURORA,5,GO,0,2021-12-08 10:03:33,30
10662,64570276000198,DROGA MODELO COMERCIO LTDA 0662,DROGA MODELO,15,MG,0,2023-02-02 09:14:06,10
10663,96772896000104,REDE AURORA ME 0663,REDE AURORA,11,GO,0,2025-05-11 10:52:12,50
10664,13144126000181,DROGARIA HORIZONTE LTDA 0664,DROGARIA HORIZONTE,6,GO,0,2025-12-06 12:34:18,50
10665,54815395000100,FARMA POPULAR LTDA 0665,FARMA POPULAR,10,MG,1,2025-12-28 09:53:06,40
10666,75661522000133,FARMACIA IDEAL EIRELI 0666,FARMACIA IDEAL,12,GO,,2023-03-16 04:16:32,40
10667,66315834000102,FARMA UNIAO COMERCIO LTDA 0667,FARMA UNIAO,11,MG,0,2025-12-07 20:45:40,50
10668,48449726000132,FARMA VIDA COMERCIO LTDA 0668,FARMA VIDA,6,GO,1,2014-08-02 00:34:56,20
10669,70505338000180,COMERCIAL ESTRELA EIRELI 0669,COMERCIAL ESTRELA,12,GO,0,2023-02-24 18:03:58,50
10670,24481290000109,DROGA CENTRAL LTDA 0670,DROGA CENTRAL,2,GO,0,2023-01-31 08:57:56,50
10671,36962663000134,DROGA VIDA ME 0671,DROGA VIDA,1,MG,0,2019-08-30 19:20:47,10
